name,country_codes,countries
FOXMORE ENTERPRISES LTD.,LVA,Latvia
FULCHER INTERNATIONAL LTD.,LVA,Latvia
INTERTRADE INTERNATIONAL HOLDINGS INC.,EST,Estonia
PRIMERTA CAPITAL INVEST CORP.,EST,Estonia
FIRST SOFTWARE CORPORATION,LVA,Latvia
LAPINE DEVELOPMENT INC.,EST,Estonia
ELPAN RESOURCES INC.,LVA,Latvia
SKORTON GLOBAL LTD.,LVA,Latvia
VINTERIO UKMT LTD.,LVA,Latvia
VITCOM INVESTMENTS LTD.,LVA,Latvia
NEO GROUP OVERSEAS LTD.,LVA,Latvia
KINAIR TRADING S.A.,EST,Estonia
MOLL FOREST LTD.,LVA,Latvia
DEIN MANAGEMENT LTD.,LVA,Latvia
OLDMAX GROUP LTD.,LVA,Latvia
DULVERBURY SYSTEMS LTD.,LVA,Latvia
LETREC MANAGEMENT GROUP LTD.,LVA,Latvia
TRENLINE VENTURES LTD.,LVA,Latvia
RAYVILLE LIMITED,EST,Estonia
ALBINA INTERTRADE LTD.,LVA,Latvia
RIVER SEA SHIPPING LTD.,LVA,Latvia
TRENRON EQUITY LTD.,LVA,Latvia
THESEUS DEVELOPERS CORP.,LVA,Latvia
FURTUNATO Ltd.,EST,Estonia
Ukrainian Transport Company Limited,EST,Estonia
PORTSIDE EQUITIES LTD.,EST,Estonia
MARCHBURY TRADE LTD.,LVA,Latvia
MIDBURN GLOBAL LTD.,LVA,Latvia
DOLITINO PROJECTS LTD.,LVA,Latvia
LETRASET TRADE LTD.,LVA,Latvia
TURON INVEST GROUP LTD.,LVA,Latvia
DALCROSS COMMERCIAL LTD.,LVA,Latvia
COMBRINK PROPERTY HOLDING INC.,EST,Estonia
DALLANCE EQUITY LTD.,LVA,Latvia
LUGAR GROUP LTD.,LVA,Latvia
MISAM INVESTMENTS LIMITED,EST,Estonia
GARTER ENTERPRISES LTD.,LVA,Latvia
SILWERY CORPORATION,LVA,Latvia
VISBON UNIVERSAL LTD.,LVA,Latvia
HOSTEN LIMITED,LVA,Latvia
SALIDO INDUSTRIAL LTD.,LVA,Latvia
MERRYDALE SERVICES INC.,EST,Estonia
Tawny Group Limited,EST,Estonia
Huntless Management Limited,EST,Estonia
RENAISSANCE SHIPPING LTD.,EST,Estonia
EGRON MARKETING LTD.,LVA,Latvia
COLERA MANAGEMENT LTD.,LVA,Latvia
ARISTA PACIFIC LTD.,EST,Estonia
CASPIAN TELECOM LTD.,LVA,Latvia
CANBURY INVEST LTD.,LVA,Latvia
DELTARA CONSULT LTD.,EST,Estonia
PREMIUM CONSULTING GROUP LTD.,LVA,Latvia
WESTTRADE GROUP LTD.,LVA,Latvia
Baltic Reefers Agency Ltd.,EST,Estonia
ARISTOMACO LIMITED,EST,Estonia
BELVITA HOLDINGS LTD.,LVA,Latvia
TRENMILL SYSTEMS LTD.,LVA,Latvia
WINDMILL MARKETS LTD.,LVA,Latvia
DODDS COMMUNICATIONS LTD.,LVA,Latvia
WOODBROOK SALES LTD.,LVA,Latvia
RAINTON INTERINVEST LTD.,LVA,Latvia
SUNGLER INTERNATIONAL LTD.,LVA,Latvia
PECKVALE VENTURES LTD.,LVA,Latvia
Bigwood Consult Ltd.,EST,Estonia
EXTREME-ORIENT LTD.,LVA,Latvia
UNIVERSAL DISTRIBUTION GROUP LTD.,LVA,Latvia
MELCOR TRANS LIMITED,LVA,Latvia
ORMANDO GROUP LTD.,LVA,Latvia
CREDON SERVICESLTD.,LVA,Latvia
SIANOLA GROUP LTD.,LVA,Latvia
DEMOLAY SERVICES LTD.,EST,Estonia
CLARTEX HOLDING GROUP LTD.,LVA,Latvia
TORINTO VENTURES INC.,LVA,Latvia
KAPITOL HOLDING LTD.,LVA,Latvia
FRONDALE PROJECTS LTD.,LVA,Latvia
HADPORT LTD.,LVA,Latvia
VIGANTA INTERNATIONAL CORP.,LVA,Latvia
TILLARD PROJECTS LTD.,LVA,Latvia
PRIMEWORK SERVICES LTD.,LVA,Latvia
VIKING MEDICUS CONSULTING LTD.,LVA,Latvia
ARMEND MANAGEMENT LTD.,LVA,Latvia
POLA TRADE LTD.,LVA,Latvia
MARWIN VENTURES LTD.,LVA,Latvia
LEGIRA SYSTEMS LTD.,LVA,Latvia
LURDENA PROJECTS LTD.,LVA,Latvia
ABENA LIMITED,LVA,Latvia
RANCARO ENTERPRISES LTD.,LVA,Latvia
GREAT SILK ROAD VACATIONS LTD.,LVA,Latvia
VARMONT VENTURES LTD.,LVA,Latvia
CASPIAN SPECIALIST SERVICES LTD.,LVA,Latvia
NELMAR MARKETS LTD.,LVA,Latvia
TRANS COM SOLUTION LTD,LVA,Latvia
SEVERUS PROJECTS LTD.,LVA,Latvia
SEVIER GLOBAL LTD.,LVA,Latvia
INNOVATION ON DEMAND INC.,EST,Estonia
APOLLO GLOBAL INVEST LTD.,EST,Estonia
MONTARC GROUP LTD.,LVA,Latvia
HORTEX UNIVERSAL LTD.,LVA,Latvia
STOCKDALE PARTNERS LTD.,LVA,Latvia
VERONY INTERINVEST LIMITED,LVA,Latvia
NANPORT PLUS LTD.,LVA,Latvia
SELREX PROJECTS LTD.,LVA,Latvia
Briersoft Investments Limited,EST,Estonia
SEELS LIMITED,EST,Estonia
Ticuno Enterprise Limited,EST,Estonia
ZETTA ELECTRONICS LTD.,LVA,Latvia
Carolon Place Holdings Limited,EST,Estonia
ENORIA CONSULTANCY LTD.,EST,Estonia
VANDOME ASSOCIATES LIMITED,EST,Estonia
GAINSLAND INTERNATIONAL LTD.,LVA,Latvia
HALLSVILLE TRADING CORP.,EST,Estonia
FUTURE INVEST 2007 INC.,EST,Estonia
WALTREM OPERATIONS LTD.,LVA,Latvia
LOUTON INC.,EST,Estonia
SULIMAN HOLDINGS LTD,LVA,Latvia
ADEOLA PROMOTION LTD.,EST,Estonia
FARTEW INTERNATIONAL TRADE LTD,EST,Estonia
ARCVERT ENTERPRISES LTD.,EST,Estonia
SILVERTEK CORP.,LVA,Latvia
BARBELLO INTERTRADE LTD.,LVA,Latvia
"U.S. Megatech, Inc.",LVA,Latvia
Zevnik Interinvest Ltd.,EST,Estonia
KINGSBRIDGE VENTURES LTD.,LVA,Latvia
EXPRESS SHIPPING & CHARTERING LTD.,LVA,Latvia
TRAMPEX GROUP INC.,LVA,Latvia
ARMILLO INTERNATIONAL INC.,LVA,Latvia
GORVEN PROPERTY LTD.,LVA,Latvia
ORLANIA INC.,LVA,Latvia
Seidles Limited,EST,Estonia
HALENDER COMMERCIAL LTD.,LVA,Latvia
GERON MANAGEMENT LTD.,LVA,Latvia
VERNOR ALLIANCE LTD.,LVA,Latvia
MAKSIMA INTERNATIONAL LTD.,LVA,Latvia
STRAPTON MARKETS CORP.,LVA,Latvia
Carinata Corp.,EST,Estonia
RISCALDO COMMERCIAL LTD.,LVA,Latvia
INTERMILE LOGISTIC LTD.,LVA,Latvia
REFRACTORIES LTD.,LVA,Latvia
CANBET GROUP LTD.,LVA,Latvia
DOLINE MANAGEMENT LTD.,LVA,Latvia
MONVEET GLOBAL LTD.,LVA,Latvia
DALWEN STYLE LTD,EST,Estonia
ELIOR INTERNATIONAL INC.,LVA,Latvia
CAMBERY PLUS LTD.,LVA,Latvia
BAY AREA SHIPPING AND BUNKERING LTD.,LVA,Latvia
GORNAR SYSTEMS LTD.,LVA,Latvia
ESPANDO GROUP LTD.,LVA,Latvia
HALENFORD VENTURES LTD.,LVA,Latvia
LEXSTAR COMMERCIAL LTD.,LVA,Latvia
ALDER GROUP LTD.,LVA,Latvia
CASTELLUM LIMITED,EST,Estonia
KENRICK CONSULT INC.,EST,Estonia
TILAN COMMERCIAL LTD.,LVA,Latvia
ARITAN INTERNATIONAL LTD.,LVA,Latvia
DELATON ADVISORY LTD.,LVA,Latvia
TILAWAY ENTERPRISES LTD.,LVA,Latvia
SAMIRTON HOLDINGS LTD.,LVA,Latvia
GLENBRIDGE VENTURES LTD.,LVA,Latvia
BORKASTER MANAGEMENT LTD.,LVA,Latvia
SEASERVICE SHIPPING LTD.,LVA,Latvia
TILAR MARKETS LTD.,LVA,Latvia
WESTSTAR GROUP HOLDINGS LTD.,LVA,Latvia
REDFERN OIL LTD,EST,Estonia
ARKLEY COMMERCIAL LTD.,EST,Estonia
KARNIX LIMITED,LVA,Latvia
SEVERON GROUP LTD.,LVA,Latvia
ALONTEX COMMERCIAL LTD.,LVA,Latvia
MID AMERICA ENGINE INC.,LVA,Latvia
AROZO GROUP LTD.,LVA,Latvia
ZOLARTA ASSETS LTD.,LVA,Latvia
GAINSDALE INVESTMENTS LTD.,LVA,Latvia
MANFIELD ASSOCIATES LTD.,LVA,Latvia
ZONTORA CORPORATION,LVA,Latvia
TALMID TRADING LTD.,LVA,Latvia
CRK-International Ltd.,LVA,Latvia
EWP Invest Ltd.,EST,Estonia
LEDYARD ASSETS LTD.,EST,Estonia
LEVIX GROUP LTD.,LVA,Latvia
BRENGAR INTERNATIONAL LTD.,LVA,Latvia
SANTEN INVESTMENTS LIMITED,LVA,Latvia
BARING INDUSTRIES LTD.,LVA,Latvia
PENTIX TRADING LTD.,LVA,Latvia
TILBERG MANAGEMENT GROUP LTD.,LVA,Latvia
CRENBER MANAGEMENT LTD.,LVA,Latvia
GRAFTER ALLIANCE LTD.,LVA,Latvia
PETROLEUM TRADING GROUP LTD.,LVA,Latvia
OLDBURY DEVELOP LTD.,EST,Estonia
AKELLO SOLUTIONS LTD.,LVA,Latvia
BF& BROTHERS MANAGEMENT HOLDINGS LTD.,LVA,Latvia
SKILTON OVERSEAS LTD.,LVA,Latvia
GRITEX COMMERCIAL LTD.,LVA,Latvia
YAKON VENTURES LTD.,LVA,Latvia
BAKARRO GROUP INC.,LVA,Latvia
DINABOR ASSOCIATES LTD.,LVA,Latvia
KARNY TRADING LTD.,LVA,Latvia
BEDLINGTON DEVELOPMENT LTD.,EST,Estonia
EGANO COMPANY LTD.,LVA,Latvia
GILTERA PLUS LTD.,LVA,Latvia
DANTON INTERINVEST LTD.,LVA,Latvia
VITONA COMMERCIAL INC.,EST,Estonia
GERMOLA TRADE LTD.,LVA,Latvia
ARDOLA SERVICES LTD.,LVA,Latvia
MARTENA PLUS LTD.,LVA,Latvia
GLOBAL MOBILE TRADE LTD.,LVA,Latvia
FARRITON TRADE LTD.,LVA,Latvia
FORGALE TRADE LTD.,LVA,Latvia
BENBAUN GROUP LTD.,EST,Estonia
SKET ENGINEERING LTD.,LVA,Latvia
ALANTIX INDUSTRIES LTD.,LVA,Latvia
CARTGLEN & CO LTD.,LVA,Latvia
SKENDER HOLDING LTD.,LVA,Latvia
TRENPORT GLOBAL LTD.,LVA,Latvia
CORIMEC UNIVERSAL LTD.,LVA,Latvia
CROSTON GROUP LTD.,LVA,Latvia
ISF LIMITED,EST,Estonia
ELATA INVEST LTD.,LVA,Latvia
EFI INTERNATIONAL CORPORATION,LVA,Latvia
LYNE INDUSTRIES LTD.,LVA,Latvia
PILARO GROUP LTD.,LVA,Latvia
UTENA CAPITAL LTD.,LVA,Latvia
BRADONVALE PLUS LTD.,LVA,Latvia
FINDORE CONSULT LTD.,EST,Estonia
BERTOLA SERVICES LTD.,LVA,Latvia
MIRATEX PROJECTS LTD.,LVA,Latvia
RUBINETT SYSTEMS LTD.,LVA,Latvia
PARKGLEN INVESTMENTS LTD.,LVA,Latvia
LORDENA VENTURES LTD.,LVA,Latvia
TORMOND COMMUNICATIONS LTD.,LVA,Latvia
ARISTOS TRADE LTD.,LVA,Latvia
VIOREL INDUSTRIES LTD.,LVA,Latvia
MARCOCENTRE LTD.,LVA,Latvia
BERMOOT INDUSTRIES LTD.,LVA,Latvia
BROOKBRIDGE SYSTEMS LTD.,LVA,Latvia
GRAVETON INDUSTRIES LTD.,LVA,Latvia
BENTORA INTERNATIONAL CORP.,LVA,Latvia
GLOBAL WEST INC.,EST,Estonia
BEWERLADE SYSTEMS LTD.,LVA,Latvia
UBT INTERNATIONAL SPEDITION LTD.,LVA,Latvia
DANVERS VENTURES LTD.,LVA,Latvia
SOLINGTON CONSULTANCY LTD.,LVA,Latvia
HARSTVILLE LIMITED,LVA,Latvia
CRESSINGHAM ALLIANCE LTD.,LVA,Latvia
TALLAR GROUP LTD.,LVA,Latvia
INTER ATLANTIC GROUP LTD.,LVA,Latvia
BARELCO CAPITAL LTD.,EST,Estonia
MC TRADE LTD.,LVA,Latvia
DPR International Limited,EST,Estonia
BELTON COMMERCIAL LTD.,LVA,Latvia
DAMEON INVEST LTD.,LVA,Latvia
SEVERS INTERINVEST LTD.,LVA,Latvia
TRENDOKS IMG LTD.,LVA,Latvia
ALONDALE COMMERCE LTD.,LVA,Latvia
VELLON PARTNERS LTD.,LVA,Latvia
DENIMA ESTATES INC.,LVA,Latvia
BORENS VENTURES LTD.,LVA,Latvia
RU SHIPPING LTD.,EST,Estonia
AKERTON MARKETS LTD.,LVA,Latvia
OVERBROOK GROUP LTD.,EST,Estonia
VERDO GROUP LTD.,LVA,Latvia
CALEDONIA INVESTMENTS LTD.,LVA,Latvia
HALESFIELD HOLDINGS LTD.,LVA,Latvia
BOLADE PLUS LTD.,LVA,Latvia
DERMART TRADE LTD.,LVA,Latvia
NOTRATEX INC.,LVA,Latvia
ROTEX ALLIANCE LTD.,LVA,Latvia
LANSHIRE EQUITIES LTD.,EST,Estonia
H.T.I. MOBILE LTD.,LVA,Latvia
B&M IT SCIENTIFIC SOLUTIONS LTD.,LVA,Latvia
ARENIT SYSTEMS LTD.,LVA,Latvia
DOMINANT OFFSET LTD.,LVA,Latvia
SCORTO UNIVERSAL LTD.,LVA,Latvia
PALERO COMMERCE LTD.,LVA,Latvia
RAYDA RESOURCES LTD.,LVA,Latvia
KENTANO PROPERTIES LTD.,LVA,Latvia
DENAYA ENTERPRISES LTD.,LVA,Latvia
BOXLED ENTERPRISES LTD.,LVA,Latvia
CROFTWICK INTERNATIONAL LTD.,LVA,Latvia
BARION CONSULTING LTD.,LVA,Latvia
TRANSSTAR OIL GROUP LTD.,LVA,Latvia
AKERTO TRADING LTD.,LVA,Latvia
PINEWELL MARKETS LTD.,LVA,Latvia
NECAM IMPORT LTD.,EST,Estonia
NORDIC CONSULTING LTD.,LVA,Latvia
ALTEZA INVESTMENT LIMITED,LVA,Latvia
DELAFIELD COMMERCIAL LTD.,LVA,Latvia
POLIMAX L.L.C. LTD.,LVA,Latvia
GAROLD PROJECTS LTD.,LVA,Latvia
QUANTEX INTERINVEST LTD.,LVA,Latvia
RANTEX ALLIANCE LTD.,LVA,Latvia
TILLBERG COMMERCIAL LTD.,LVA,Latvia
FORLINE PLUS LTD.,LVA,Latvia
ELVERTA COMMERCIAL LTD.,LVA,Latvia
BALORD COMMERCIAL LTD.,LVA,Latvia
ELDARD INC.,LVA,Latvia
Vineward Group Ltd.,EST,Estonia
DAFFORNED SYSTEMS LTD.,LVA,Latvia
ELLUVIA INVEST LTD.,LVA,Latvia
JARLEX FINANCE LTD.,EST,Estonia
SIBERS GROUP LTD.,LVA,Latvia
ROGERD GROUP SECURITIES LTD.,EST,Estonia
MALBERTO GROUP LTD.,LVA,Latvia
AKENTO PROJECTS LTD.,LVA,Latvia
D&E ASIAN IT INVESTMENTS LTD.,LVA,Latvia
STORWELL GROUP LTD.,LVA,Latvia
ANABEL FINANCIAL SERVICES LTD.,LVA,Latvia
DIONTA MARKETING LTD.,LVA,Latvia
AET TRAVEL LTD.,LVA,Latvia
LENVAL SERVICES INC.,EST,Estonia
ROCHEBORNE SYNERGY LIMITED,EST,Estonia
Plaudo Corporation,EST,Estonia
VALENTIA GROUP LIMITED,EST,Estonia
AE PROJECTS LTD.,LVA,Latvia
STABY MANAGEMENT LTD.,LVA,Latvia
MEDICAL DIAGNOSTICS LTD.,LVA,Latvia
PRECISION GLOBAL INVEST LTD.,EST,Estonia
IFODA GROUP EUROPE LTD.,LVA,Latvia
VITONA GROUP LTD.,LVA,Latvia
FLOREX ENTERPRISES LTD.,LVA,Latvia
DELAVALE PROJECTS LTD.,LVA,Latvia
DELATECH SERVICES LTD.,LVA,Latvia
DIMAX PROPERTIES LTD.,LVA,Latvia
GROVENEY EXPRESS LTD.,LVA,Latvia
ARINA SHIPPING LTD.,LVA,Latvia
RIDGESTONE PLUS INC.,LVA,Latvia
PARNETT GLOBAL LTD.,LVA,Latvia
GAINSHILL UNIVERSAL INC.,LVA,Latvia
ELOY GROUP LTD.,LVA,Latvia
TIBERT MARKETS INC.,LVA,Latvia
NORDEND COMMERCIAL LTD.,LVA,Latvia
ALTAIANS INVESTMENTS LTD.,LVA,Latvia
RIGONDA ASSOCIATES LTD.,LVA,Latvia
FORTUNATO Limited,EST,Estonia
TRANS INVEST CAPITAL LTD.,LVA,Latvia
UNIROS GROUP LTD.,LVA,Latvia
CONTINENTIAL OIL GROUP LTD.,LVA,Latvia
CZECH CARS LTD.,LVA,Latvia
MAXTOR CONSULTANCY LTD.,LVA,Latvia
Accentamus Enterprise Ltd.,EST,Estonia
NORTH WINDS ASIA LTD.,LVA,Latvia
BERLOND GROUP LTD.,LVA,Latvia
WATER SUPPLY HOLDINGS LTD.,EST,Estonia
ADEY VENTURES LTD.,LVA,Latvia
ADEFO GROUP INC.,LVA,Latvia
ROSTORG LTD.,LVA,Latvia
DALORTA PROJECTS LTD.,LVA,Latvia
EVKON COMPANY LTD.,LVA,Latvia
STAMOR TRADE LTD.,LVA,Latvia
CRISTAL COMMERCIAL LTD,LVA,Latvia
MILFORD MARKETING LIMITED,EST,Estonia
ZABEX TRADING LTD.,LVA,Latvia
TAMIR LIMITED,LVA,Latvia
CRENDON SERVICES LTD.,LVA,Latvia
LENWELL SOLUTIONS INC.,LVA,Latvia
ITALLONT CONSULTING LTD.,LVA,Latvia
"Passware Labs, Inc.",EST,Estonia
CADMON LIMITED,LVA,Latvia
DALCO MANAGEMENT INC.,LVA,Latvia
VIANT ALLIANCE LTD.,LVA,Latvia
HANDCROFT ASSOCIATES LTD.,LVA,Latvia
ROGENTA UNIVERSAL LTD.,LVA,Latvia
GEOMATIRIELS LTD.,LVA,Latvia
BENVEST GROUP LTD.,LVA,Latvia
ZANTER OVERSEAS LTD.,LVA,Latvia
PALMEX INTERNATIONAL LTD.,LVA,Latvia
DAGAN GROUP INC.,LVA,Latvia
REGONDA INDUSTRIES LTD.,LVA,Latvia
LEGORA INTERCORP LTD.,LVA,Latvia
DENSTER SYSTEMS LTD.,LVA,Latvia
FFK INTERNATIONAL LTD,LVA,Latvia
LAYBROOK LIMITED,EST,Estonia
CHARYN INVESTMENTS LTD.,EST,Estonia
MIDDLEFIELD ASSOCIATES LTD.,LVA,Latvia
BEDE CONSULTING LTD.,EST,Estonia
ROLAND INVEST GROUP LTD,EST,Estonia
GRARVE LIMITED,EST,Estonia
PRIMEWORLD ASSOCIATES LTD.,LVA,Latvia
NORDANE MARKETS CORP.,LVA,Latvia
RONSON ALLIANCE LTD.,LVA,Latvia
ADVANTA SERVICES LTD.,LVA,Latvia
LETREST INTERNATIONAL GROUP LTD.,LVA,Latvia
TRENSTAR CONSULTANCY LTD.,LVA,Latvia
Unitems Holdings Limited,EST,Estonia
RANDALLS COMMERCIAL LTD.,LVA,Latvia
HALEPORT MANAGEMENT LTD.,LVA,Latvia
EDAN OVERSEAS LTD.,LVA,Latvia
DALITORA PROJECTS LTD.,LVA,Latvia
FRETON ALLIANCE INC.,LVA,Latvia
Oceanmedia Finance Ltd.,EST,Estonia
MANFORD MANAGEMENT LTD.,LVA,Latvia
LIAN CAPITAL LTD.,LVA,Latvia
SUMMERS LANE ENTERPRISES LTD.,EST,Estonia
JUMP START SOLUTIONS S.A.,EST,Estonia
DESTINATION SUCCESS INVESTMENTS LIMITED,EST,Estonia
LAMANO INTERINVEST LTD.,LVA,Latvia
FREIGHT MANAGEMENT LTD.,LVA,Latvia
MERCUR PLUS LIMITED,LVA,Latvia
NORVALE INTERNATIONAL GROUP LTD.,LVA,Latvia
ABAR INVEST LTD.,LVA,Latvia
LOGAN SYSTEMS INC.,LVA,Latvia
Business Models Ltd.,EST,Estonia
OLBERT INTERGROUP CORP.,LVA,Latvia
MYCO ASSETS LTD.,EST,Estonia
GLOBAL LOGISTICS CENTER LTD.,LVA,Latvia
GERONDA HOLDING LTD.,LVA,Latvia
JOLERON ESTATE LTD.,LVA,Latvia
FRESNO DEVELOPMENT LTD.,EST,Estonia
PALMERVILLE SYSTEMS LTD.,LVA,Latvia
BASTEAN INVEST LTD.,LVA,Latvia
GLOB SOLUTIONS LTD.,EST,Estonia
PROSPERITY REPORTERS INC.,EST,Estonia
LERKON TRADE LTD.,LVA,Latvia
ASTERO ESTATE LTD.,LVA,Latvia
MIR NOVOSTEY LTD.,LVA,Latvia
GLOVER MARKETING LTD.,EST,Estonia
Charron Ltd.,EST,Estonia
Withrow Capital Ltd.,EST,Estonia
DENVALE MANAGEMENT INC.,EST,Estonia
QAMRA TRADE LTD.,LVA,Latvia
UTARNO LTD.,LVA,Latvia
LUZORO SOLUTIONS LTD.,LVA,Latvia
BERDARON ESTATE LTD.,LVA,Latvia
OTORN MANAGEMENT LTD.,LVA,Latvia
NOMART INVEST LTD.,LVA,Latvia
MONTY TRADE LTD.,LVA,Latvia
KRISTAL PROJECTS LTD.,LVA,Latvia
DONATOL INVEST LTD.,LVA,Latvia
VERDAN PLUS INC.,LVA,Latvia
PELAR ENTERPRISES LTD.,LVA,Latvia
CARDHALL SERVICES LTD.,LVA,Latvia
WILBUR ENTERPRISES LTD.,LVA,Latvia
DOSTOR ALLIANCE LTD.,LVA,Latvia
STORTFORD CONSULTANCY LTD.,LVA,Latvia
COSSEY SOLUTIONS LTD.,LVA,Latvia
B&F GENERAL INVESTMENTS INC.,LVA,Latvia
Profectum Trade Ltd.,EST,Estonia
NEW BREED INVESTORS CORP.,EST,Estonia
BASSENT ALLIANCE LTD,LVA,Latvia
DOLMEY SERVICES LTD.,LVA,Latvia
RATOR COMMERCIAL LTD.,LVA,Latvia
GEO INDUSTRIAL GROUP LTD.,LVA,Latvia
KOLDER DEVELOPMENTS LTD.,LVA,Latvia
CAMRON SOLUTIONS LTD.,LVA,Latvia
ADWAR TRADING LTD.,LVA,Latvia
FARLEIGH GROUP LTD.,LVA,Latvia
DRILLWOOD PROPERTY HOLDINGS LTD.,EST,Estonia
DUGARO SYSTEMS LTD.,LVA,Latvia
OAKWOOD FINANCIAL TRADERS S.A.,EST,Estonia
NORDBELL HOLDINGS LTD.,EST,Estonia
AMOS TRADE LTD.,LVA,Latvia
GRUTNER INTERCORP LTD.,LVA,Latvia
GLENBEG GROUP LTD.,LVA,Latvia
ELSWOOD MANAGEMENT LTD.,LVA,Latvia
CROST INTERNATIONAL LTD.,LVA,Latvia
FESTON ADVISORY LTD.,LVA,Latvia
ERLING SYSTEMS LTD.,LVA,Latvia
KARONTO INVESTMENTS LTD.,LVA,Latvia
REDELL COMMERCE LTD.,LVA,Latvia
ADONGO HOLDING LTD.,LVA,Latvia
ALPHA SHIPPING SERVICES LTD.,EST,Estonia
TRIMAC INTERINVEST LTD.,LVA,Latvia
ELLARD CONSULT LTD.,LVA,Latvia
WEND GROUP LTD.,LVA,Latvia
PIRTON ASSOCIATES LTD.,LVA,Latvia
BERCOTT PROJECTS LTD.,LVA,Latvia
WARBURY INTERNATIONAL LTD.,LVA,Latvia
CAMBRIA SOLUTIONS INC.,LVA,Latvia
HILMARTON UNIVERSAL LTD.,LVA,Latvia
DOWMAN INVEST LTD.,LVA,Latvia
VILLERON PLUS LTD.,LVA,Latvia
SEVILLA PROJECTS INTERNATIONAL INC.,LVA,Latvia
MERCURY FINANCIAL ESTATES LTD.,EST,Estonia
ANAT PROPERTY LTD.,LVA,Latvia
HALEMEX PROJECTS LTD.,LVA,Latvia
CAITRIN ESTATE LTD.,LVA,Latvia
ZORIN HOLDING LTD.,LVA,Latvia
TRANSPORT SHIPPING COMPANY LTD.,LVA,Latvia
HARLEY INTERNATIONAL GROUP LTD.,LVA,Latvia
SOLYDUS TRADING LTD.,EST,Estonia
LATCHMERE DEVELOPMENT LTD.,EST,Estonia
INTERBUSINESSNET LTD,LVA,Latvia
VENTO STYLE INC.,LVA,Latvia
RADA COMPANY ASSETS LIMITED,LVA,Latvia
FOXBURN COMMERCIAL LTD.,LVA,Latvia
HIGHDEAN ALLIANCE LTD.,LVA,Latvia
BANESTA TRADE LTD.,EST,Estonia
SKIMLINE OPERATIONS INC.,LVA,Latvia
CRONLAND ESTATE LTD.,LVA,Latvia
FERNECO RESOURCES INC.,LVA,Latvia
AVIRA INVEST LTD.,LVA,Latvia
AYANO MANAGEMENT LTD.,LVA,Latvia
DONOMA ESTATE LTD.,LVA,Latvia
GRAYSEAL HOLDINGS INC.,EST,Estonia
SELWORTHY MANAGEMENT CORP.,EST,Estonia
GORTELL HOLDINGS LTD.,LVA,Latvia
POODLE GRAPHICS S.A.,EST,Estonia
UNIFREIGHT SHIPPING LTD.,LVA,Latvia
EuroTruck Logistic Ltd.,EST,Estonia
RANBROOK UNIVERSAL LTD.,LVA,Latvia
BUSTON TRADE LTD.,LVA,Latvia
INOTECH PROJECTS LTD.,LVA,Latvia
LANCORA SERVICES LTD.,LVA,Latvia
PORTES PROJECTS LTD.,LVA,Latvia
DERSON SOLUTIONS LTD.,LVA,Latvia
WICKUS INVEST S.A.,EST,Estonia
"Randy Development Co., Ltd.",EST,Estonia
SEMMAX INTERNATIONAL LTD.,LVA,Latvia
ASCOLD MANAGEMENT LTD.,LVA,Latvia
ALVORADA PLUS INC.,LVA,Latvia
PALMERTEK SOLUTIONS LTD.,LVA,Latvia
GOLDA GROUP INC.,LVA,Latvia
ZARDEN UNIVERSAL LTD.,LVA,Latvia
SHATON SERVICES LTD.,LVA,Latvia
NETWELL GLOBAL LTD.,LVA,Latvia
ALERDO TRADING LTD.,LVA,Latvia
ANABEL CAPITAL GROUP LTD.,LVA,Latvia
TORIAN HOLDINGS LTD.,EST,Estonia
HELIOS EQUITIES LTD.,EST,Estonia
AMARDO COMMERCIAL LTD.,LVA,Latvia
DELAVAN PLUS INC.,LVA,Latvia
FarSI Ltd.,LVA,Latvia
Galaza Assets Ltd.,EST,Estonia
SOLVAY PHARMACEUTICALS MARKETING & LICENSING AG LIMITED,LVA,Latvia
MAKERO VENTURES LTD.,LVA,Latvia
UMEKO GROUP INC.,LVA,Latvia
ZAMIR ENTERPRISES LTD.,LVA,Latvia
GOULANE ESTATES LTD.,EST,Estonia
ALAGONA VENTURES LTD.,LVA,Latvia
VOXTON UNITED LTD.,LVA,Latvia
PROWELL ASSETS LTD.,LVA,Latvia
JANTON MARKETS CORP.,LVA,Latvia
PROLONE MARKETING LEADERS INC.,EST,Estonia
TOMAR TRADE INC.,LVA,Latvia
UNIFREIGHT SHIPMANAGEMENT LTD.,LVA,Latvia
LAVAN SERVICES INC.,LVA,Latvia
LATARO INVEST LTD.,LVA,Latvia
VANGER PROPERTIES LTD.,LVA,Latvia
KENAR OIL LTD.,LVA,Latvia
FLORIMEL ENTERPRISE LTD.,LVA,Latvia
DIMARK INTERNATIONAL LTD.,LVA,Latvia
TERANO PROSPECTORS LTD.,LVA,Latvia
EMERY INDUSTRIAL TRADING LTD.,LVA,Latvia
REDMIROL PROJECTS LTD.,LVA,Latvia
FRESCO EQUITIES S.A.,EST,Estonia
EVAN PROJECTS LTD.,LVA,Latvia
HORIZON-95 LTD.,LVA,Latvia
WESTONE GLOBAL INVEST S.A.,EST,Estonia
RIKELLA SOLUTIONS LTD.,LVA,Latvia
QUESTSIDE INDUSTRIES LIMITED,EST,Estonia
CORTEK LIMITED,LVA,Latvia
ANTAR SYSTEMS LTD.,LVA,Latvia
QUANTUM FINANCIAL MANAGEMENT CORP.,EST,Estonia
